Date : 2024-01-22 12:21:42
Directory : g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib
Total : 428 files,  35421 codes, 373 comments, 5905 blanks, all 41699 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| features\product\domain                                                                                                                                                                             |         11 |      1,424 |          1 |        167 |      1,592 |
| features\product\domain\model                                                                                                                                                                       |          4 |      1,129 |          0 |        117 |      1,246 |
| features\product\domain\repo                                                                                                                                                                        |          5 |        295 |          1 |         48 |        344 |
| features\product\domain\service                                                                                                                                                                     |          2 |          0 |          0 |          2 |          2 |
| features\product\enums                                                                                                                                                                              |          1 |          4 |          0 |          1 |          5 |
| features\product\provider                                                                                                                                                                           |          4 |        696 |         10 |        159 |        865 |
| features\product\view                                                                                                                                                                               |          6 |        427 |          1 |         83 |        511 |
| features\product\widget                                                                                                                                                                             |         20 |      2,159 |          5 |        348 |      2,512 |
| features\profile                                                                                                                                                                                    |          7 |        517 |          0 |         89 |        606 |
| features\profile\domain                                                                                                                                                                             |          5 |        163 |          0 |         22 |        185 |
| features\profile\domain\model                                                                                                                                                                       |          1 |         91 |          0 |          7 |         98 |
| features\profile\domain\repo                                                                                                                                                                        |          2 |         68 |          0 |         13 |         81 |
| features\profile\domain\service                                                                                                                                                                     |          2 |          4 |          0 |          2 |          6 |
| features\profile\provider                                                                                                                                                                           |          1 |         90 |          0 |         23 |        113 |
| features\profile\view                                                                                                                                                                               |          1 |        264 |          0 |         44 |        308 |
| features\refer_and_earn                                                                                                                                                                             |          2 |        133 |          0 |         24 |        157 |
| features\refer_and_earn (Files)                                                                                                                                                                     |          1 |         85 |          0 |         15 |        100 |
| features\refer_and_earn\widgets                                                                                                                                                                     |          1 |         48 |          0 |          9 |         57 |
| features\search                                                                                                                                                                                     |          5 |        534 |          0 |         83 |        617 |
| features\search (Files)                                                                                                                                                                             |          1 |        128 |          0 |         19 |        147 |
| features\search\model                                                                                                                                                                               |          1 |         21 |          0 |          8 |         29 |
| features\search\widget                                                                                                                                                                              |          3 |        385 |          0 |         56 |        441 |
| features\setting                                                                                                                                                                                    |          1 |         68 |          0 |         15 |         83 |
| features\shop                                                                                                                                                                                       |         19 |      1,364 |          0 |        194 |      1,558 |
| features\shop\domain                                                                                                                                                                                |          6 |        411 |          0 |         34 |        445 |
| features\shop\domain\model                                                                                                                                                                          |          2 |        371 |          0 |         28 |        399 |
| features\shop\domain\repo                                                                                                                                                                           |          2 |         40 |          0 |          4 |         44 |
| features\shop\domain\service                                                                                                                                                                        |          2 |          0 |          0 |          2 |          2 |
| features\shop\provider                                                                                                                                                                              |          2 |         75 |          0 |         18 |         93 |
| features\shop\view                                                                                                                                                                                  |          3 |        274 |          0 |         35 |        309 |
| features\shop\widget                                                                                                                                                                                |          8 |        604 |          0 |        107 |        711 |
| features\splash                                                                                                                                                                                     |          5 |        726 |          0 |        115 |        841 |
| features\splash\domain                                                                                                                                                                              |          2 |        503 |          0 |         80 |        583 |
| features\splash\domain\model                                                                                                                                                                        |          1 |        465 |          0 |         65 |        530 |
| features\splash\domain\repo                                                                                                                                                                         |          1 |         38 |          0 |         15 |         53 |
| features\splash\provider                                                                                                                                                                            |          1 |         93 |          0 |         17 |        110 |
| features\splash\view                                                                                                                                                                                |          1 |        108 |          0 |         13 |        121 |
| features\splash\widget                                                                                                                                                                              |          1 |         22 |          0 |          5 |         27 |
| features\support                                                                                                                                                                                    |         14 |        945 |          0 |        134 |      1,079 |
| features\support\domain                                                                                                                                                                             |          6 |        212 |          0 |         28 |        240 |
| features\support\domain\model                                                                                                                                                                       |          3 |        131 |          0 |         15 |        146 |
| features\support\domain\repo                                                                                                                                                                        |          1 |         77 |          0 |         11 |         88 |
| features\support\domain\service                                                                                                                                                                     |          2 |          4 |          0 |          2 |          6 |
| features\support\provider                                                                                                                                                                           |          1 |        115 |          0 |         21 |        136 |
| features\support\view                                                                                                                                                                               |          3 |        363 |          0 |         54 |        417 |
| features\support\widget                                                                                                                                                                             |          4 |        255 |          0 |         31 |        286 |
| features\tracking                                                                                                                                                                                   |          2 |        141 |          0 |         28 |        169 |
| features\tracking\view                                                                                                                                                                              |          1 |        118 |          0 |         23 |        141 |
| features\tracking\widget                                                                                                                                                                            |          1 |         23 |          0 |          5 |         28 |
| features\wallet                                                                                                                                                                                     |         14 |      1,157 |          1 |        198 |      1,356 |
| features\wallet\domain                                                                                                                                                                              |          6 |        240 |          0 |         31 |        271 |
| features\wallet\domain\model                                                                                                                                                                        |          2 |        191 |          0 |         21 |        212 |
| features\wallet\domain\repo                                                                                                                                                                         |          2 |         45 |          0 |          7 |         52 |
| features\wallet\domain\service                                                                                                                                                                      |          2 |          4 |          0 |          3 |          7 |
| features\wallet\provider                                                                                                                                                                            |          1 |        113 |          0 |         21 |        134 |
| features\wallet\view                                                                                                                                                                                |          2 |        419 |          1 |         90 |        510 |
| features\wallet\widget                                                                                                                                                                              |          5 |        385 |          0 |         56 |        441 |
| features\wishlist                                                                                                                                                                                   |          7 |        485 |          0 |         66 |        551 |
| features\wishlist\domain                                                                                                                                                                            |          4 |        194 |          0 |         21 |        215 |
| features\wishlist\domain\model                                                                                                                                                                      |          1 |        158 |          0 |         12 |        170 |
| features\wishlist\domain\repo                                                                                                                                                                       |          1 |         32 |          0 |          6 |         38 |
| features\wishlist\domain\service                                                                                                                                                                    |          2 |          4 |          0 |          3 |          7 |
| features\wishlist\provider                                                                                                                                                                          |          1 |         73 |          0 |         12 |         85 |
| features\wishlist\view                                                                                                                                                                              |          1 |         89 |          0 |         12 |        101 |
| features\wishlist\widget                                                                                                                                                                            |          1 |        129 |          0 |         21 |        150 |
| helper                                                                                                                                                                                              |          9 |        261 |          3 |         43 |        307 |
| interface                                                                                                                                                                                           |          1 |          9 |         15 |         12 |         36 |
| localization                                                                                                                                                                                        |          4 |        105 |          0 |         25 |        130 |
| localization (Files)                                                                                                                                                                                |          2 |         45 |          0 |         14 |         59 |
| localization\model                                                                                                                                                                                  |          1 |          7 |          0 |          2 |          9 |
| localization\provider                                                                                                                                                                               |          1 |         53 |          0 |          9 |         62 |
| push_notification                                                                                                                                                                                   |          2 |        179 |         21 |         30 |        230 |
| push_notification (Files)                                                                                                                                                                           |          1 |        161 |         21 |         21 |        203 |
| push_notification\model                                                                                                                                                                             |          1 |         18 |          0 |          9 |         27 |
| theme                                                                                                                                                                                               |          3 |         75 |          0 |         12 |         87 |
| theme (Files)                                                                                                                                                                                       |          2 |         55 |          0 |          7 |         62 |
| theme\provider                                                                                                                                                                                      |          1 |         20 |          0 |          5 |         25 |
| utill                                                                                                                                                                                               |          5 |        592 |          3 |         55 |        650 |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                                                                                            | language | code       | comment    | blank      | total      |
+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\amount_widget.dart                                                  | Dart     |         17 |          0 |          4 |         21 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\animated_custom_dialog.dart                                         | Dart     |         55 |          0 |          5 |         60 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\app_bar.dart                                                        | Dart     |         27 |          0 |          5 |         32 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_app_bar.dart                                                 | Dart     |         54 |          0 |          9 |         63 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_button.dart                                                  | Dart     |         48 |          0 |          4 |         52 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_exit_card.dart                                               | Dart     |         40 |          0 |          8 |         48 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_expanded_app_bar.dart                                        | Dart     |         51 |          1 |          7 |         59 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_image.dart                                                   | Dart     |         20 |          0 |          4 |         24 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_loader.dart                                                  | Dart     |         62 |          0 |         10 |         72 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_search_text_field.dart                                       | Dart     |        100 |          0 |          9 |        109 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_search_widget.dart                                           | Dart     |        214 |         51 |         33 |        298 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_slider\carousel_controller.dart                              | Dart     |        107 |         24 |         22 |        153 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_slider\carousel_options.dart                                 | Dart     |        119 |         77 |         32 |        228 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_slider\carousel_state.dart                                   | Dart     |         14 |         18 |         11 |         43 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_slider\custom_slider.dart                                    | Dart     |        320 |          7 |         45 |        372 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_slider\utils.dart                                            | Dart     |          9 |         13 |          2 |         24 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\custom_textfield.dart                                               | Dart     |        206 |          2 |         14 |        222 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\delete_account_bottom_sheet.dart                                    | Dart     |         54 |          0 |          6 |         60 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\guest_dialog.dart                                                   | Dart     |         44 |          0 |         10 |         54 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\image_diaglog.dart                                                  | Dart     |         22 |          0 |          6 |         28 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\logout_confirm_bottom_sheet.dart                                    | Dart     |         50 |          0 |          9 |         59 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\no_internet_screen.dart                                             | Dart     |         58 |          0 |          6 |         64 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\not_logged_in_bottom_sheet.dart                                     | Dart     |         46 |          0 |         10 |         56 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\not_loggedin_widget.dart                                            | Dart     |         31 |          0 |          6 |         37 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\order_place_success_dialog.dart                                     | Dart     |         32 |          0 |          3 |         35 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\paginated_list_view.dart                                            | Dart     |         74 |          0 |         16 |         90 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\product_filter_dialog.dart                                          | Dart     |        218 |          0 |         35 |        253 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\product_shimmer.dart                                                | Dart     |         70 |          1 |          5 |         76 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\product_widget.dart                                                 | Dart     |         91 |          2 |         26 |        119 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\rating_bar.dart                                                     | Dart     |         53 |          0 |         11 |         64 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\remove_address_bottom_sheet.dart                                    | Dart     |         47 |          0 |          9 |         56 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\remove_from_wishlist_bottom_sheet.dart                              | Dart     |         49 |          0 |          9 |         58 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\remove_wish_list_bottom_sheet.dart                                  | Dart     |         46 |          0 |          9 |         55 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\search_widget.dart                                                  | Dart     |         92 |          0 |         17 |        109 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\select_currency_bottom_sheet.dart                                   | Dart     |         83 |          0 |         13 |         96 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\select_language_bottom_sheet.dart                                   | Dart     |         85 |          0 |         10 |         95 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\show_custom_snakbar.dart                                            | Dart     |         13 |          0 |          2 |         15 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\success_dialog.dart                                                 | Dart     |         47 |          0 |          6 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\title_row.dart                                                      | Dart     |        151 |          0 |         23 |        174 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\basewidget\transaction_filter_bottom_sheet.dart                                | Dart     |         53 |          0 |          3 |         56 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\data\datasource\remote\dio\dio_client.dart                                     | Dart     |        145 |          0 |         15 |        160 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\data\datasource\remote\dio\logging_interceptor.dart                            | Dart     |         45 |          0 |          9 |         54 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\data\datasource\remote\exception\api_error_handler.dart                        | Dart     |         80 |          2 |          3 |         85 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\data\model\api_response.dart                                                   | Dart     |         12 |          0 |          5 |         17 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\data\model\error_response.dart                                                 | Dart     |         21 |          0 |          8 |         29 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\data\model\response_model.dart                                                 | Dart     |          7 |          0 |          2 |          9 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\di_container.dart                                                              | Dart     |        138 |          4 |          6 |        148 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\controllers\address_controller.dart                           | Dart     |        207 |          0 |         36 |        243 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\domain\model\address_model.dart                               | Dart     |         73 |          0 |          4 |         77 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\domain\model\restricted_zip_model.dart                        | Dart     |         15 |          0 |          3 |         18 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\domain\repo\address_repository.dart                           | Dart     |        113 |          0 |         20 |        133 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\domain\repo\contracts\address_repository_interface.dart       | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\domain\service\address_service.dart                           | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\views\add_new_address_screen.dart                             | Dart     |        420 |          0 |         50 |        470 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\views\address_list_screen.dart                                | Dart     |         87 |          0 |          7 |         94 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\views\saved_address_list_screen.dart                          | Dart     |         61 |          0 |          7 |         68 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\views\saved_billing_address_list_screen.dart                  | Dart     |         59 |          0 |          7 |         66 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\widgets\address_type_widget.dart                              | Dart     |         18 |          0 |          2 |         20 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\widgets\country_search_dialog.dart                            | Dart     |         49 |          0 |          7 |         56 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\address\widgets\zip_search_dialog.dart                                | Dart     |         45 |          0 |          7 |         52 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\controllers\auth_controller.dart                                 | Dart     |        371 |          1 |         72 |        444 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\controllers\facebook_login_controller.dart                       | Dart     |         13 |          0 |          5 |         18 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\controllers\google_login_controller.dart                         | Dart     |         12 |          0 |          3 |         15 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\domain\models\login_model.dart                                   | Dart     |         18 |          0 |          4 |         22 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\domain\models\register_model.dart                                | Dart     |         33 |          0 |          4 |         37 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\domain\models\social_login_model.dart                            | Dart     |         21 |          0 |          5 |         26 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\domain\repositories\auth_repository.dart                         | Dart     |        281 |          6 |         52 |        339 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\domain\repositories\contracts\auth_repository_interface.dart     | Dart     |         32 |          0 |         30 |         62 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\views\auth_screen.dart                                           | Dart     |         89 |          0 |         12 |        101 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\views\forget_password_screen.dart                                | Dart     |        139 |          0 |         25 |        164 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\code_picker_widget.dart                                  | Dart     |        255 |         22 |         43 |        320 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\mobile_verify_screen.dart                                | Dart     |        106 |          0 |         20 |        126 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\otp_verification_screen.dart                             | Dart     |        203 |          0 |         35 |        238 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\reset_password_widget.dart                               | Dart     |         77 |          1 |         17 |         95 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\sign_in_widget.dart                                      | Dart     |        181 |          0 |         33 |        214 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\sign_up_widget.dart                                      | Dart     |        241 |          0 |         41 |        282 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\auth\widgets\social_login_widget.dart                                 | Dart     |        158 |          0 |         20 |        178 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\controllers\banner_controller.dart                             | Dart     |        113 |          0 |         20 |        133 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\domain\models\banner_model.dart                                | Dart     |         49 |          0 |          5 |         54 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\domain\repositories\banner_repository.dart                     | Dart     |         38 |          5 |         10 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\domain\repositories\contracts\banner_repository_interface.dart | Dart     |          3 |          0 |          2 |          5 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\widgets\banner_shimmer.dart                                    | Dart     |         17 |          0 |          3 |         20 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\widgets\banners_view.dart                                      | Dart     |         65 |          0 |         14 |         79 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\widgets\fashion_theme_banner.dart                              | Dart     |         81 |          0 |         14 |         95 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\banner\widgets\single_banner.dart                                     | Dart     |         39 |          0 |          8 |         47 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\brand\controllers\brand_controller.dart                               | Dart     |         71 |          0 |         15 |         86 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\brand\domain\models\brand_model.dart                                  | Dart     |         46 |          0 |         10 |         56 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\brand\domain\repositories\brand_repository.dart                       | Dart     |         24 |          0 |          5 |         29 |
